"country","customer_id","invoice_number","invoice_generated_date","invoice_due_date","invoice_amount","invoice_settled_date","days_to_settle","days_late","invoice_status","invoice_dispute_resolution"
Russia,"8102-ABPKQ",3374535086,2021-08-12,2021-09-11,4931,2021-09-30,49,19,Disputed,In favor of Yellevate
Spain,"8942-ERSWK",3378881881,2021-03-16,2021-04-15,1388,2021-03-21,5,0,Accepted,In favor of Yellevate
Spain,"8690-EEBEO",3388237396,2020-12-04,2021-01-03,5778,2021-01-10,37,7,Accepted,In favor of Yellevate
Russia,"1604-LIFKX",3388733623,2020-03-15,2020-04-14,5817,2020-05-04,50,20,Accepted,In favor of Yellevate
China,"1080-NDGAE",3392014041,2020-03-01,2020-03-31,5654,2020-03-24,23,0,Accepted,In favor of Yellevate
Russia,"5924-UOPGH",3394333507,2021-08-04,2021-09-03,6560,2021-08-18,14,0,Accepted,In favor of Yellevate
United States,"2026-XLBER",3398429374,2021-09-01,2021-10-01,6898,2021-09-12,11,0,Accepted,In favor of Yellevate
China,"0379-NEVHP",3399547582,2020-10-24,2020-11-23,5070,2020-11-06,13,0,Accepted,In favor of Yellevate
France,"7245-CKNCN",3404073698,2020-05-22,2020-06-21,8782,2020-06-13,22,0,Accepted,In favor of Yellevate
China,"7329-TWKLF",3414952429,2021-03-10,2021-04-09,6224,2021-04-05,26,0,Accepted,In favor of Yellevate
China,"8156-PCYBM",3416294053,2021-01-04,2021-02-03,5803,2021-02-03,30,0,Accepted,In favor of Yellevate
France,"7245-CKNCN",3418724483,2021-04-17,2021-05-17,7926,2021-04-24,7,0,Accepted,In favor of Yellevate
Spain,"7372-CESLR",3424410029,2021-11-13,2021-12-13,2363,2021-11-19,6,0,Accepted,In favor of Yellevate
United States,"4460-ZXNDN",3428691656,2021-06-13,2021-07-13,5047,2021-07-18,35,5,Accepted,In favor of Yellevate
China,"2820-XGXSB",3435598635,2020-11-28,2020-12-28,7582,2020-12-02,4,0,Accepted,In favor of Yellevate
United States,"6831-FIODB",3437789966,2020-04-29,2020-05-29,5226,2020-06-06,38,8,Accepted,In favor of Yellevate
China,"3598-DNURW",3438246206,2021-08-31,2021-09-30,6601,2021-09-12,12,0,Accepted,In favor of Yellevate
Russia,"3568-JJMFW",3442695944,2020-05-11,2020-06-10,8439,2020-06-07,27,0,Disputed,In favor of Yellevate
France,"4092-ZAVRG",3453759273,2020-12-09,2021-01-08,8127,2020-12-13,4,0,Accepted,In favor of Yellevate
China,"6160-HCSFI",3461153482,2020-10-12,2020-11-11,8847,2020-11-07,26,0,Accepted,In favor of Yellevate
Russia,"6004-KITZM",3470607785,2021-04-13,2021-05-13,3860,2021-05-01,18,0,Accepted,In favor of Yellevate
Russia,"5875-VZQCZ",3478923173,2020-05-28,2020-06-27,8748,2020-07-03,36,6,Disputed,In favor of Yellevate
France,"9117-LYRCE",9199249934,2020-08-21,2020-09-20,4262,2020-10-14,54,24,Disputed,In favor of Yellevate
United States,"9928-IJYBQ",3480606970,2021-05-09,2021-06-08,5883,2021-06-11,33,3,Accepted,In favor of Yellevate
France,"8389-TCXFQ",3486080032,2020-08-23,2020-09-22,6312,2020-09-22,30,0,Accepted,In favor of Yellevate
United States,"9149-MATVB",3491048160,2021-08-28,2021-09-27,6302,2021-09-17,20,0,Accepted,In favor of Yellevate
China,"3569-VJWXS",3503012790,2021-05-14,2021-06-13,4367,2021-05-29,15,0,Accepted,In favor of Yellevate
China,"9174-IYKOC",3509509542,2021-08-09,2021-09-08,6682,2021-09-02,24,0,Accepted,In favor of Yellevate
Spain,"9883-SDWFS",3510258292,2020-06-13,2020-07-13,3806,2020-07-09,26,0,Accepted,In favor of Yellevate
Spain,"7654-DOLHO",3511077910,2020-10-06,2020-11-05,4744,2020-11-04,29,0,Accepted,In favor of Yellevate
France,"3448-OWJOT",3558050155,2020-07-28,2020-08-27,5964,2020-09-07,41,11,Disputed,In favor of Yellevate
China,"8820-BLYDZ",3516217989,2020-09-03,2020-10-03,6495,2020-09-16,13,0,Accepted,In favor of Yellevate
Russia,"6627-ELFBK",3517011034,2021-02-15,2021-03-17,6528,2021-03-01,14,0,Accepted,In favor of Yellevate
Spain,"6391-GBFQJ",3520423399,2021-10-04,2021-11-03,2477,2021-10-17,13,0,Accepted,In favor of Yellevate
China,"8156-PCYBM",3520663396,2021-05-28,2021-06-27,7459,2021-06-27,30,0,Accepted,In favor of Yellevate
France,"9322-YCTQO",3523951475,2021-11-25,2021-12-25,10704,2021-12-27,32,2,Accepted,In favor of Yellevate
China,"6160-HCSFI",3524586307,2020-09-24,2020-10-24,5536,2020-10-16,22,0,Accepted,In favor of Yellevate
United States,"7758-WKLVM",3524717788,2020-02-15,2020-03-16,5636,2020-03-25,39,9,Accepted,In favor of Yellevate
Spain,"7372-CESLR",3530838063,2020-05-16,2020-06-15,5058,2020-06-01,16,0,Accepted,In favor of Yellevate
United States,"0706-NRGUP",3542268547,2021-08-27,2021-09-26,5720,2021-10-01,35,5,Accepted,In favor of Yellevate
China,"8156-PCYBM",3548287166,2021-10-07,2021-11-06,6339,2021-11-03,27,0,Accepted,In favor of Yellevate
China,"0709-LZRJV",3550686615,2020-02-28,2020-03-29,4049,2020-03-19,20,0,Accepted,In favor of Yellevate
United States,"7260-ZHAKS",3556035555,2020-05-06,2020-06-05,7753,2020-06-11,36,6,Accepted,In favor of Yellevate
United States,"9323-NDIOV",3556859305,2021-07-13,2021-08-12,4448,2021-08-07,25,0,Accepted,In favor of Yellevate
China,"7209-MDWKR",3557541459,2021-08-19,2021-09-18,5186,2021-09-19,31,1,Accepted,In favor of Yellevate
France,"6048-QPZCF",498009655,2020-08-24,2020-09-23,7634,2020-09-19,26,0,Disputed,In favor of Yellevate
United States,"0625-TNJFG",3559978043,2021-08-25,2021-09-24,5017,2021-09-11,17,0,Accepted,In favor of Yellevate
China,"9014-WENVB",3562071227,2021-03-14,2021-04-13,6064,2021-04-16,33,3,Accepted,In favor of Yellevate
France,"5573-KSOIA",3563628885,2021-10-28,2021-11-27,6726,2021-11-22,25,0,Disputed,In favor of Yellevate
China,"9014-WENVB",3564452169,2021-07-20,2021-08-19,4893,2021-08-14,25,0,Accepted,In favor of Yellevate
France,"8389-TCXFQ",3575343812,2021-05-23,2021-06-22,7165,2021-06-15,23,0,Accepted,In favor of Yellevate
United States,"9928-IJYBQ",3581281649,2021-11-29,2021-12-29,5416,2021-12-26,27,0,Accepted,In favor of Yellevate
United States,"0625-TNJFG",3582527568,2020-08-01,2020-08-31,6444,2020-08-31,30,0,Accepted,In favor of Yellevate
Spain,"9250-VHLWY",3603372611,2021-04-15,2021-05-15,6519,2021-05-07,22,0,Accepted,In favor of Yellevate
China,"7209-MDWKR",3605319346,2020-02-11,2020-03-12,3967,2020-03-18,36,6,Accepted,In favor of Yellevate
Spain,"6391-GBFQJ",3619199367,2021-10-30,2021-11-29,3047,2021-11-15,16,0,Accepted,In favor of Yellevate
United States,"2687-XWAMA",3621497785,2020-12-19,2021-01-18,2964,2021-01-01,13,0,Accepted,In favor of Yellevate
Spain,"6391-GBFQJ",3624022887,2020-09-11,2020-10-11,1023,2020-09-27,16,0,Accepted,In favor of Yellevate
China,"0709-LZRJV",3636727153,2020-03-12,2020-04-11,6783,2020-04-12,31,1,Disputed,In favor of Yellevate
France,"5573-KSOIA",3638200662,2020-12-23,2021-01-22,9294,2021-02-07,46,16,Accepted,In favor of Yellevate
Spain,"8690-EEBEO",3651082685,2020-03-20,2020-04-19,2934,2020-05-01,42,12,Accepted,In favor of Yellevate
China,"5920-DPXLN",3652831331,2021-11-22,2021-12-22,4471,2021-12-04,12,0,Accepted,In favor of Yellevate
France,"4651-PMEXQ",3655387597,2020-09-29,2020-10-29,6310,2020-10-21,22,0,Accepted,In favor of Yellevate
Spain,"6177-VTITE",3666273580,2020-05-23,2020-06-22,4803,2020-06-09,17,0,Accepted,In favor of Yellevate
Spain,"0688-XNJRO",3671610537,2021-09-15,2021-10-15,3337,2021-10-28,43,13,Accepted,In favor of Yellevate
France,"8389-TCXFQ",3675527586,2021-08-15,2021-09-14,7405,2021-08-29,14,0,Accepted,In favor of Yellevate
Spain,"8942-ERSWK",3679770947,2021-01-12,2021-02-11,1409,2021-01-21,9,0,Accepted,In favor of Yellevate
Russia,"7695-NKUXM",3686599515,2021-09-10,2021-10-10,5560,2021-10-03,23,0,Disputed,In favor of Yellevate
United States,"9149-MATVB",3693108174,2021-09-13,2021-10-13,3788,2021-09-25,12,0,Accepted,In favor of Yellevate
Russia,"1604-LIFKX",3693123052,2021-04-25,2021-05-25,4782,2021-06-03,39,9,Accepted,In favor of Yellevate
China,"0379-NEVHP",3699989123,2021-09-07,2021-10-07,6288,2021-09-13,6,0,Accepted,In favor of Yellevate
France,"9771-QTLGZ",3705856926,2021-04-29,2021-05-29,4921,2021-05-03,4,0,Accepted,In favor of Yellevate
Russia,"9181-HEKGV",3706686871,2020-04-16,2020-05-16,8884,2020-06-18,63,33,Disputed,In favor of Yellevate
China,"0709-LZRJV",3707879583,2020-10-30,2020-11-29,7082,2020-11-29,30,0,Accepted,In favor of Yellevate
France,"4640-FGEJI",3714896459,2020-01-11,2020-02-10,8442,2020-02-08,28,0,Accepted,In favor of Yellevate
Spain,"6391-GBFQJ",3715216234,2021-07-04,2021-08-03,1076,2021-07-18,14,0,Accepted,In favor of Yellevate
Spain,"7654-DOLHO",3717676857,2020-09-13,2020-10-13,822,2020-10-05,22,0,Accepted,In favor of Yellevate
France,"0783-PEPYR",3720515641,2020-11-02,2020-12-02,6227,2020-12-04,32,2,Accepted,In favor of Yellevate
China,"3569-VJWXS",3723989407,2020-12-26,2021-01-25,3486,2021-01-21,26,0,Accepted,In favor of Yellevate
France,"5164-VMYWJ",3724015185,2020-08-29,2020-09-28,7179,2020-10-03,35,5,Accepted,In favor of Yellevate
Russia,"5613-UHVMG",3724269616,2020-06-22,2020-07-22,4971,2020-08-03,42,12,Disputed,In favor of Customer
China,"8820-BLYDZ",3732687518,2021-08-22,2021-09-21,7091,2021-08-28,6,0,Accepted,In favor of Yellevate
China,"2820-XGXSB",3737203878,2020-07-08,2020-08-07,8162,2020-07-13,5,0,Accepted,In favor of Yellevate
China,"3598-DNURW",3746199110,2020-03-30,2020-04-29,5857,2020-04-24,25,0,Accepted,In favor of Yellevate
United States,"2447-JCFGW",3752294245,2020-06-19,2020-07-19,5573,2020-07-21,32,2,Accepted,In favor of Yellevate
France,"9771-QTLGZ",6163803491,2020-08-28,2020-09-27,6137,2020-09-16,19,0,Disputed,In favor of Yellevate
United States,"7050-KQLDO",3761293373,2020-11-28,2020-12-28,3655,2020-12-18,20,0,Accepted,In favor of Yellevate
United States,"9928-IJYBQ",3761658749,2021-05-31,2021-06-30,6638,2021-07-08,38,8,Accepted,In favor of Yellevate
Russia,"8887-NCUZC",3769234535,2020-06-17,2020-07-17,1073,2020-07-05,18,0,Accepted,In favor of Yellevate
China,"6160-HCSFI",3773503534,2020-12-02,2021-01-01,5805,2020-12-27,25,0,Accepted,In favor of Yellevate
France,"1447-YZKCL",3775864259,2020-08-01,2020-08-31,6266,2020-09-13,43,13,Accepted,In favor of Yellevate
China,"7329-TWKLF",3776405169,2021-05-05,2021-06-04,6646,2021-05-25,20,0,Accepted,In favor of Yellevate
Spain,"9286-VLKMI",3787074696,2020-03-28,2020-04-27,2970,2020-04-04,7,0,Accepted,In favor of Yellevate
Spain,"6296-UKEUZ",3789813449,2020-06-09,2020-07-09,4825,2020-06-11,2,0,Accepted,In favor of Yellevate
United States,"2026-XLBER",3795765177,2021-06-21,2021-07-21,3713,2021-07-05,14,0,Accepted,In favor of Yellevate
Spain,"0688-XNJRO",3800378393,2021-06-15,2021-07-15,952,2021-07-23,38,8,Accepted,In favor of Yellevate
France,"6048-QPZCF",9242625204,2020-08-28,2020-09-27,9529,2020-09-15,18,0,Disputed,In favor of Yellevate
United States,"0465-DTULQ",3812264523,2020-12-28,2021-01-27,5871,2021-01-25,28,0,Accepted,In favor of Yellevate
France,"7600-OISKG",2015068982,2020-08-30,2020-09-29,7443,2020-10-06,37,7,Disputed,In favor of Yellevate
China,"0379-NEVHP",3819986935,2020-03-01,2020-03-31,4865,2020-04-17,47,17,Disputed,In favor of Yellevate
United States,"7228-LEPPM",3824960117,2020-09-27,2020-10-27,3548,2020-11-09,43,13,Accepted,In favor of Yellevate
United States,"9149-MATVB",3829618241,2020-12-05,2021-01-04,4228,2021-01-06,32,2,Accepted,In favor of Yellevate
France,"4651-PMEXQ",3831133517,2020-04-30,2020-05-30,8370,2020-05-22,22,0,Accepted,In favor of Yellevate
France,"7938-EVASK",3836894738,2021-06-13,2021-07-13,5843,2021-07-14,31,1,Accepted,In favor of Yellevate
France,"6833-ETVHD",3839625778,2021-10-25,2021-11-24,8506,2021-11-10,16,0,Disputed,In favor of Customer
France,"9771-QTLGZ",6475160337,2020-08-31,2020-09-30,5275,2020-09-19,19,0,Disputed,In favor of Yellevate
Spain,"9883-SDWFS",3845592498,2021-08-17,2021-09-16,4518,2021-09-20,34,4,Accepted,In favor of Yellevate
United States,"5592-UQXSS",3861006083,2021-11-15,2021-12-15,2194,2021-12-31,46,16,Disputed,In favor of Yellevate
France,"1447-YZKCL",3861752292,2020-05-05,2020-06-04,5578,2020-06-12,38,8,Accepted,In favor of Yellevate
China,"3598-DNURW",3863229608,2021-06-20,2021-07-20,6903,2021-07-08,18,0,Accepted,In favor of Yellevate
France,"3448-OWJOT",5990869923,2020-08-22,2020-09-21,4872,2020-10-08,47,17,Disputed,In favor of Customer
France,"2621-XCLEH",3867210105,2020-02-22,2020-03-23,6980,2020-04-05,43,13,Accepted,In favor of Yellevate
France,"8976-AMJEO",3867618352,2020-10-25,2020-11-24,5196,2020-11-23,29,0,Accepted,In favor of Yellevate
China,"2676-DZINU",3869938435,2020-07-26,2020-08-25,8426,2020-08-16,21,0,Accepted,In favor of Yellevate
Spain,"0688-XNJRO",3876210500,2021-09-08,2021-10-08,2290,2021-10-26,48,18,Accepted,In favor of Yellevate
Russia,"5148-SYKLB",3877994257,2020-06-18,2020-07-18,5835,2020-08-02,45,15,Disputed,In favor of Yellevate
China,"2820-XGXSB",3878072664,2020-05-23,2020-06-22,6525,2020-05-30,7,0,Accepted,In favor of Yellevate
China,"3569-VJWXS",3889145574,2020-03-15,2020-04-14,3966,2020-04-07,23,0,Accepted,In favor of Yellevate
Spain,"0688-XNJRO",3894033760,2020-04-15,2020-05-15,3530,2020-06-03,49,19,Accepted,In favor of Yellevate
Spain,"9250-VHLWY",3894320237,2020-12-01,2020-12-31,6343,2020-12-24,23,0,Accepted,In favor of Yellevate
United States,"9928-IJYBQ",3898799509,2020-07-03,2020-08-02,4580,2020-08-07,35,5,Accepted,In favor of Yellevate
France,"4651-PMEXQ",3901727084,2021-04-07,2021-05-07,8906,2021-04-28,21,0,Accepted,In favor of Yellevate
Russia,"5875-VZQCZ",3905872436,2020-05-27,2020-06-26,7007,2020-07-04,38,8,Disputed,In favor of Yellevate
United States,"0706-NRGUP",3910002517,2021-11-28,2021-12-28,2937,2021-12-26,28,0,Accepted,In favor of Yellevate
Spain,"0688-XNJRO",3913519192,2020-09-30,2020-10-30,4640,2020-11-14,45,15,Accepted,In favor of Yellevate
France,"4640-FGEJI",1102427426,2020-09-02,2020-10-02,6857,2020-10-14,42,12,Disputed,In favor of Customer
France,"8389-TCXFQ",6584242369,2020-09-11,2020-10-11,4635,2020-10-09,28,0,Disputed,In favor of Yellevate
France,"9758-AIEIK",3931477108,2021-04-29,2021-05-29,6571,2021-05-15,16,0,Accepted,In favor of Yellevate
United States,"5592-UQXSS",3932416127,2021-08-28,2021-09-27,5294,2021-10-12,45,15,Disputed,In favor of Yellevate
Spain,"3271-YDPUJ",3938548126,2021-04-05,2021-05-05,5086,2021-04-26,21,0,Accepted,In favor of Yellevate
Spain,"7372-CESLR",3940788745,2020-02-08,2020-03-09,3074,2020-03-03,24,0,Accepted,In favor of Yellevate
China,"9841-XLGBV",3943254945,2021-07-06,2021-08-05,3633,2021-08-01,26,0,Accepted,In favor of Yellevate
China,"5196-TWQXF",3944350713,2021-10-30,2021-11-29,7506,2021-11-19,20,0,Accepted,In favor of Yellevate
United States,"0625-TNJFG",3945949225,2020-10-31,2020-11-30,3790,2020-11-15,15,0,Accepted,In favor of Yellevate
France,"5164-VMYWJ",9860244611,2020-09-15,2020-10-15,6258,2020-10-22,37,7,Disputed,In favor of Yellevate
China,"1080-NDGAE",3954057080,2021-05-10,2021-06-09,7450,2021-06-15,36,6,Disputed,In favor of Yellevate
United States,"0706-NRGUP",3958060330,2020-05-22,2020-06-21,3502,2020-06-28,37,7,Accepted,In favor of Yellevate
France,"7600-OISKG",8131192839,2020-09-16,2020-10-16,6095,2020-10-25,39,9,Disputed,In favor of Customer
France,"9725-EZTEJ",6265099337,2020-09-28,2020-10-28,5554,2020-10-30,32,2,Disputed,In favor of Customer
United States,"6831-FIODB",3961690887,2020-01-15,2020-02-14,4628,2020-02-13,29,0,Accepted,In favor of Yellevate
France,"0783-PEPYR",8382421151,2020-09-30,2020-10-30,8736,2020-11-18,49,19,Disputed,In favor of Yellevate
Russia,"7946-HJDUR",3974531546,2021-05-04,2021-06-03,4328,2021-06-04,31,1,Accepted,In favor of Yellevate
China,"2125-HJDLA",3975362830,2020-12-25,2021-01-24,2700,2021-01-26,32,2,Accepted,In favor of Yellevate
China,"5529-TBPGK",3978972752,2020-09-28,2020-10-28,8659,2020-10-30,32,2,Accepted,In favor of Yellevate
China,"9212-BTDMX",3980946112,2020-04-11,2020-05-11,6326,2020-04-26,15,0,Accepted,In favor of Yellevate
China,"6160-HCSFI",3987219947,2021-01-07,2021-02-06,6985,2021-02-08,32,2,Accepted,In favor of Yellevate
United States,"2447-JCFGW",3990073198,2021-03-28,2021-04-27,1136,2021-04-21,24,0,Accepted,In favor of Yellevate
Russia,"7946-HJDUR",4003153624,2020-06-09,2020-07-09,5885,2020-07-09,30,0,Accepted,In favor of Yellevate
United States,"2447-JCFGW",4003648294,2021-04-05,2021-05-05,3924,2021-04-28,23,0,Accepted,In favor of Yellevate
United States,"9149-MATVB",4004477846,2020-10-29,2020-11-28,2583,2020-11-27,29,0,Accepted,In favor of Yellevate
France,"5284-DJOZO",4016860144,2020-03-31,2020-04-30,5856,2020-04-12,12,0,Accepted,In favor of Yellevate
China,"8156-PCYBM",4023295233,2020-03-10,2020-04-09,7180,2020-04-04,25,0,Accepted,In favor of Yellevate
United States,"9323-NDIOV",4025313129,2021-11-29,2021-12-29,8438,2022-01-09,41,11,Accepted,In favor of Yellevate
China,"6160-HCSFI",4026967253,2021-08-30,2021-09-29,6948,2021-09-17,18,0,Accepted,In favor of Yellevate
Spain,"9460-VAZGD",4028893076,2021-06-26,2021-07-26,2837,2021-07-07,11,0,Accepted,In favor of Yellevate
Spain,"8690-EEBEO",4033537104,2021-10-24,2021-11-23,4331,2021-12-01,38,8,Accepted,In favor of Yellevate
China,"0187-ERLSR",4037644863,2020-03-29,2020-04-28,6268,2020-04-25,27,0,Disputed,In favor of Yellevate
France,"8976-AMJEO",4039055586,2021-05-21,2021-06-20,9763,2021-06-14,24,0,Accepted,In favor of Yellevate
Spain,"7654-DOLHO",4041763430,2020-04-06,2020-05-06,3793,2020-05-09,33,3,Accepted,In favor of Yellevate
France,"8976-AMJEO",4041880316,2020-04-14,2020-05-14,7790,2020-05-10,26,0,Accepted,In favor of Yellevate
Russia,"5875-VZQCZ",4046691560,2020-12-30,2021-01-29,8137,2021-02-11,43,13,Disputed,In favor of Yellevate
Spain,"9460-VAZGD",4047974141,2021-09-28,2021-10-28,5100,2021-10-15,17,0,Accepted,In favor of Yellevate
France,"1447-YZKCL",4050934350,2020-06-23,2020-07-23,7141,2020-07-23,30,0,Accepted,In favor of Yellevate
United States,"6831-FIODB",4056509011,2021-04-11,2021-05-11,7441,2021-05-08,27,0,Accepted,In favor of Yellevate
China,"9174-IYKOC",4060402287,2021-03-02,2021-04-01,6084,2021-03-23,21,0,Accepted,In favor of Yellevate
France,"9725-EZTEJ",4305549852,2020-10-06,2020-11-05,6057,2020-10-30,24,0,Disputed,In favor of Yellevate
China,"0187-ERLSR",4063317759,2020-09-22,2020-10-22,6526,2020-10-11,19,0,Disputed,In favor of Yellevate
United States,"2026-XLBER",4067113449,2021-05-19,2021-06-18,4488,2021-06-21,33,3,Disputed,In favor of Customer
Spain,"7654-DOLHO",4071851382,2020-11-05,2020-12-05,3236,2020-12-09,34,4,Accepted,In favor of Yellevate
China,"5196-TWQXF",4072901129,2021-10-29,2021-11-28,7849,2021-11-13,15,0,Accepted,In favor of Yellevate
France,"9725-EZTEJ",685917930,2020-10-13,2020-11-12,12438,2020-11-10,28,0,Disputed,In favor of Customer
Spain,"9883-SDWFS",4077139866,2021-08-08,2021-09-07,6277,2021-09-17,40,10,Disputed,In favor of Yellevate
Russia,"2824-HJQPP",4080383560,2021-01-04,2021-02-03,5879,2021-01-25,21,0,Accepted,In favor of Yellevate
United States,"0625-TNJFG",4084102990,2021-09-08,2021-10-08,6429,2021-09-22,14,0,Accepted,In favor of Yellevate
China,"5196-TWQXF",4087966475,2020-03-29,2020-04-28,6032,2020-04-19,21,0,Accepted,In favor of Yellevate
France,"5284-DJOZO",4094908034,2021-08-22,2021-09-21,7084,2021-08-26,4,0,Accepted,In favor of Yellevate
United States,"6077-FDQRK",4109648418,2020-05-05,2020-06-04,3686,2020-06-05,31,1,Accepted,In favor of Yellevate
France,"5573-KSOIA",822444456,2020-10-13,2020-11-12,10261,2020-11-30,48,18,Disputed,In favor of Yellevate
China,"9841-XLGBV",4114424286,2020-03-16,2020-04-15,4625,2020-04-24,39,9,Accepted,In favor of Yellevate
United States,"9323-NDIOV",4119311204,2020-06-30,2020-07-30,6013,2020-08-04,35,5,Accepted,In favor of Yellevate
France,"8389-TCXFQ",1732794760,2020-10-22,2020-11-21,6160,2020-11-20,29,0,Disputed,In favor of Customer
China,"9174-IYKOC",4125716174,2021-01-26,2021-02-25,5627,2021-02-18,23,0,Accepted,In favor of Yellevate
United States,"4460-ZXNDN",4125771401,2020-05-06,2020-06-05,6440,2020-06-12,37,7,Accepted,In favor of Yellevate
Spain,"3271-YDPUJ",4129245588,2020-08-03,2020-09-02,4573,2020-09-01,29,0,Accepted,In favor of Yellevate
Spain,"9286-VLKMI",4131224572,2021-07-02,2021-08-01,8059,2021-07-04,2,0,Accepted,In favor of Yellevate
Russia,"6627-ELFBK",4138615040,2021-01-11,2021-02-10,6601,2021-02-01,21,0,Accepted,In favor of Yellevate
Russia,"5148-SYKLB",4140763678,2021-05-09,2021-06-08,8943,2021-06-13,35,5,Disputed,In favor of Yellevate
Spain,"9250-VHLWY",4143818565,2021-06-19,2021-07-19,3469,2021-07-14,25,0,Accepted,In favor of Yellevate
Russia,"8102-ABPKQ",4145307595,2020-11-18,2020-12-18,7455,2021-01-04,47,17,Disputed,In favor of Yellevate
Russia,"5148-SYKLB",4145738246,2020-08-30,2020-09-29,6737,2020-10-06,37,7,Disputed,In favor of Customer
Russia,"3568-JJMFW",4146703959,2021-03-29,2021-04-28,8121,2021-04-17,19,0,Disputed,In favor of Yellevate
Russia,"5148-SYKLB",4148364406,2021-04-19,2021-05-19,7428,2021-05-29,40,10,Disputed,In favor of Yellevate
France,"4640-FGEJI",4151030828,2021-04-24,2021-05-24,4964,2021-05-05,11,0,Accepted,In favor of Yellevate
United States,"9928-IJYBQ",4152504148,2020-03-05,2020-04-04,6666,2020-04-06,32,2,Accepted,In favor of Yellevate
France,"8976-AMJEO",4153488634,2021-09-14,2021-10-14,6929,2021-10-08,24,0,Accepted,In favor of Yellevate
China,"0187-ERLSR",4160638076,2021-02-16,2021-03-18,5650,2021-03-02,14,0,Disputed,In favor of Yellevate
France,"9725-EZTEJ",8260736009,2020-10-22,2020-11-21,9324,2020-11-11,20,0,Disputed,In favor of Yellevate
